0,1,2,3,4
-4.577,3.4515,0.66719,-0.94742,1.0
0.50813,0.47799,-1.9804,0.57714,1.0
-2.484,12.1611,2.8204,-3.7418,0.0
0.7049,0.17174,-1.7859,0.36119,1.0
-3.7181,-8.5089,12.363,-0.95518,1.0
0.3292,-4.4552,4.5718,-0.9888,0.0
-4.2859,8.5234,3.1392,-0.91639,0.0
-4.211,-12.4736,14.9704,-1.3884,1.0
-2.0891,-0.48422,1.704,1.7435,1.0
-2.7143,11.4535,2.1092,-3.9629,0.0
-2.0662,0.16967,-1.0054,-0.82975,1.0
2.2123,-5.8395,7.7687,-0.85302,0.0
5.4188,10.1457,-4.084,-3.6991,0.0
-2.9821,4.1986,-0.5898,-3.9642,1.0
4.7926,1.7071,-0.051701,1.4926,0.0
2.8297,6.3485,-0.73546,-0.58665,0.0
-3.0,-9.1566,9.5766,-0.73018,1.0
0.0040545,0.62905,-0.64121,0.75817,1.0
-0.16108,-6.4624,8.3573,-1.5216,0.0
0.85574,0.0082678,6.6042,-0.53104,0.0
0.86816,10.2429,-1.4912,-4.0082,0.0
4.0047,0.45937,1.3621,1.6181,0.0
-3.7503,-13.4586,17.5932,-2.7771,1.0
-4.0786,2.9239,0.87026,-0.65389,1.0
1.6032,-4.7863,8.5193,-2.1203,0.0
3.6181,-3.7454,2.8273,-0.71208,0.0
4.2164,9.4607,-4.9288,-5.2366,0.0
2.4673,1.3926,1.7125,0.41421,0.0
1.8533,6.1458,1.0176,-2.0401,0.0
1.6426,3.0149,0.22849,-0.147,0.0
2.9421,7.4101,-0.97709,-0.88406,0.0
-4.2333,4.9166,-0.49212,-5.3207,1.0
4.0102,10.6568,-4.1388,-5.0646,0.0
3.744,0.79459,0.95851,1.0077,0.0
-0.41645,0.32487,-0.33617,-0.36036,1.0
-3.0265,-0.062088,0.68604,-0.055186,1.0
0.26877,4.987,-5.1508,-6.3913,1.0
-2.3242,11.5176,1.8231,-5.375,0.0
-0.49281,3.0605,-1.8356,-2.834,1.0
-4.3773,-5.5167,10.939,-0.4082,1.0
4.0932,5.4132,-1.8219,0.23576,0.0
-6.651,6.7934,0.68604,-7.5887,1.0
-2.8391,-6.63,10.4849,-0.42113,1.0
-2.4604,12.7302,0.91738,-7.6418,0.0
2.3729,10.4726,-3.0087,-3.2013,0.0
2.1464,6.0795,-0.5778,-2.2302,0.0
1.5514,3.8013,-4.9143,-3.7483,1.0
-1.8554,-9.6035,7.7764,-0.97716,1.0
0.83292,7.5404,0.65005,-0.92544,0.0
-1.4106,-7.108,5.6454,0.31335,1.0
-1.2943,2.6735,-0.84085,-2.0323,1.0
-4.244,-13.0634,17.1116,-2.8017,1.0
-2.6286,0.18002,1.7956,0.97282,1.0
-0.21661,8.0329,1.8848,-3.8853,0.0
1.762,4.3682,2.1384,0.75429,0.0
0.5195,-3.2633,3.0895,-0.9849,0.0
2.6463,-4.8152,6.3549,0.003003,0.0
1.5478,9.1814,-1.6326,-1.7375,0.0
4.3846,-4.8794,3.3662,-0.029324,0.0
4.8906,-3.3584,3.4202,1.0905,0.0
-2.7028,1.6327,0.83598,-0.091393,1.0
1.1315,7.9212,1.093,-2.8444,0.0
-0.016103,9.7484,0.15394,-1.6134,0.0
-2.2261,12.5398,2.9438,-3.5258,0.0
-1.3274,9.498,2.4408,-5.2689,0.0
4.2772,2.4955,0.48554,0.36119,0.0
-1.8356,-6.7562,5.0585,-0.55044,1.0
3.8481,10.1539,-3.8561,-4.2228,0.0
3.6244,1.4609,1.3501,1.9284,0.0
-1.786,-8.1157,7.0858,-1.2112,1.0
-2.1405,-0.16762,1.321,-0.20906,1.0
2.9856,7.2673,-0.409,-2.2431,0.0
2.3925,9.798,-3.0361,-2.8224,0.0
-0.36506,2.8928,-3.6461,-3.0603,1.0
4.3848,-3.0729,3.0423,1.2741,0.0
4.1529,-3.9358,2.8633,-0.017686,0.0
-0.8471,3.1329,-3.0112,-2.9388,1.0
-3.6053,-5.974,10.0916,-0.82846,1.0
2.5503,-4.9518,6.3729,-0.41596,0.0
-0.77848,3.4019,-3.4859,-3.5569,1.0
0.81356,9.1566,-2.1492,-4.1814,0.0
4.0552,0.40143,1.4563,0.65343,0.0
0.3292,-4.4552,4.5718,-0.9888,0.0
0.59823,3.5012,-3.9795,-1.7841,1.0
-0.97325,-6.4168,5.6026,1.0323,1.0
3.5912,3.0129,0.72888,0.56421,0.0
-2.1234,1.1815,-0.55552,-0.81165,1.0
3.9414,-3.2902,3.1674,1.0866,0.0
4.7181,10.0153,-3.9486,-3.8582,0.0
5.2756,0.13863,0.12138,1.1435,0.0
-3.3884,-8.215,10.3315,0.98187,1.0
3.966,3.9213,0.70574,0.33662,0.0
-1.5621,-2.2121,4.2591,0.27972,1.0
-0.64472,-4.6062,8.347,-2.7099,0.0
-2.2214,-0.23798,0.56008,0.05602,1.0
-2.2623,12.1177,0.28846,-7.7581,0.0
2.5678,3.5136,0.61406,-0.40691,0.0
-3.2305,-7.2135,11.6433,-0.94613,1.0
4.0713,10.4023,-4.1722,-4.7582,0.0
-2.4621,2.7645,-0.62578,-2.8573,1.0
1.3349,6.1189,0.46497,0.49826,0.0
0.75108,1.9161,-3.1098,-0.20518,1.0
4.1962,0.74493,0.83256,0.753,0.0
-1.5572,-9.8808,8.1088,-1.0806,1.0
-1.6637,3.2881,-2.2701,-2.2224,1.0
-4.2932,3.3419,0.77258,-0.99785,1.0
5.0297,-4.9704,3.5025,-0.23751,0.0
2.4012,1.6223,3.0312,0.71679,0.0
-2.5701,-6.8452,8.9999,2.1353,1.0
4.1454,7.257,-1.9153,-0.86078,0.0
5.2423,11.0272,-4.353,-4.1013,0.0
-1.5055,0.070346,6.8681,-0.50648,0.0
-1.3931,1.5664,7.5382,0.78403,0.0
5.591,10.4643,-4.3839,-4.3379,0.0
3.9772,0.33521,2.2566,2.1625,0.0
-1.0112,2.9984,-1.1664,-1.6185,1.0
1.1811,8.3847,-2.0567,-0.90345,0.0
-2.2804,-0.30626,1.3347,1.3763,1.0
-5.3012,7.3915,0.029699,-7.3987,1.0
1.8238,-6.7748,8.3873,-0.54139,0.0
-1.3414,-1.9162,-0.15538,-0.11984,1.0
-0.71868,-5.7154,3.8298,1.0233,1.0
-1.3612,10.694,1.7022,-2.9026,0.0
-2.4941,3.5447,-1.3721,-2.8483,1.0
-4.1958,-8.1819,12.1291,-1.6017,1.0
-3.4605,2.6901,0.16165,-1.0224,1.0
5.4021,3.1039,-1.1536,1.5651,0.0
-4.4779,7.3708,-0.31218,-6.7754,1.0
-3.9698,3.6812,-0.60008,-4.0133,1.0
4.8368,10.0132,-4.3239,-4.3276,0.0
-2.234,-7.0314,7.4936,0.61334,1.0
4.3435,3.3295,0.83598,0.64955,0.0
2.4391,6.4417,-0.80743,-0.69139,0.0
-1.3414,-2.0776,2.8093,0.60688,1.0
-1.7599,11.9211,2.6756,-3.3241,0.0
-2.3361,11.9604,3.0835,-5.4435,0.0
-6.3979,6.4479,1.0836,-6.6176,1.0
2.0421,1.2436,4.2171,0.90429,0.0
1.2616,4.4303,-1.3335,-1.7517,0.0
-4.8554,-5.9037,10.9818,-0.82199,1.0
4.2586,11.2962,-4.0943,-4.3457,0.0
4.1038,-4.8069,3.3491,-0.49225,0.0
-3.8826,4.898,-0.92311,-5.0801,1.0
-2.6649,-12.813,12.6689,-1.9082,1.0
0.66365,-0.045533,-0.18794,0.23447,1.0
0.5734,9.1938,-0.9094,-1.872,0.0
4.0215,-2.1914,2.4648,1.1409,0.0
-0.092194,0.39315,-0.32846,-0.13794,1.0
-3.4083,4.8587,-0.76888,-4.8668,1.0
3.5829,1.4423,1.0219,1.4008,0.0
-2.3629,-0.10554,1.9336,1.1358,1.0
0.33565,6.8369,0.69718,-0.55691,0.0
-3.5933,0.22968,0.7126,-0.3332,1.0
-1.7886,-6.3486,5.6154,0.42584,1.0
-0.50816,2.868,-1.8108,-2.2612,1.0
-3.2051,-0.14279,0.97565,0.045675,1.0
4.0405,0.51524,1.0279,1.106,0.0
2.0962,2.4769,1.9379,-0.040962,0.0
5.7353,5.2808,-2.2598,0.075416,0.0
4.5447,8.2274,-2.4166,-1.5875,0.0
-2.3797,-1.4402,1.1273,0.16076,1.0
3.3577,-4.3062,6.0241,0.18274,0.0
0.90407,3.3708,-4.4987,-3.6965,1.0
-0.89809,-4.4862,2.2009,0.50731,1.0
-0.45062,-1.3678,7.0858,-0.40303,0.0
0.3798,0.7098,0.7572,-0.4444,0.0
3.4591,11.112,-4.2039,-5.0931,0.0
2.031,1.852,-3.0121,0.003003,1.0
-0.40857,3.0977,-2.9607,-2.6892,1.0
2.0165,-0.25246,5.1707,1.0763,0.0
0.57461,10.1105,-1.6917,-4.3922,0.0
-4.5531,-12.5854,15.4417,-1.4983,1.0
3.8027,0.81529,2.1041,1.0245,0.0
-2.4561,-4.5566,6.4534,-0.056479,1.0
5.807,5.0097,-2.2384,0.43878,0.0
3.3004,7.0811,-1.3258,0.22283,0.0
0.5195,-3.2633,3.0895,-0.9849,0.0
-0.24745,1.9368,-2.4697,-0.80518,1.0
-0.16682,5.8974,0.49839,-0.70044,0.0
-0.82053,0.65181,-0.48869,-0.52716,1.0
3.1088,3.1122,0.80857,0.4336,0.0
-1.3389,1.552,7.0806,1.031,0.0
-1.6988,-7.1163,5.7902,0.16723,1.0
5.7456,10.1808,-4.7857,-4.3366,0.0
-0.49081,2.8452,-3.6436,-3.1004,1.0
1.1588,8.9331,-2.0807,-1.1272,0.0
-1.8387,-6.301,5.6506,0.19567,1.0
-1.5681,-7.2446,6.5537,-0.1276,1.0
-1.7589,-6.4624,8.4773,0.31981,1.0
3.5127,2.9073,1.0579,0.40774,0.0
-1.7479,-5.823,5.8699,1.212,1.0
2.3917,4.5565,-4.9888,-2.8987,1.0
-0.1269,-1.1505,-0.95138,0.57843,1.0
-1.8629,-0.84841,2.5377,0.097399,1.0
0.7057,-5.4981,8.3368,-2.8715,0.0
-1.5732,1.0636,-0.71232,-0.8388,1.0
1.5701,7.9129,0.29018,-2.1953,0.0
-2.5419,-0.65804,2.6842,1.1952,1.0
0.38478,6.5989,-0.3336,-0.56466,0.0
1.6849,8.7489,-1.2641,-1.3858,0.0
-4.8426,-4.9932,10.4052,-0.53104,1.0
0.56232,1.0015,-2.2726,-0.0060486,1.0
-0.24037,-1.7837,2.135,1.2418,1.0
1.8373,6.1292,0.84027,0.55257,0.0
-3.3793,-13.7731,17.9274,-2.0323,1.0
-3.6085,3.3253,-0.51954,-3.5737,1.0
4.3937,0.35798,2.0416,1.2004,0.0
-0.55355,-7.9233,6.7156,0.74394,1.0
-3.3458,-0.50491,2.6328,0.53705,1.0
-3.8952,3.8157,-0.31304,-3.8194,1.0
1.8314,6.3672,-0.036278,0.049554,0.0
-2.4473,12.6247,0.73573,-7.6612,0.0
1.8664,7.7763,-0.23849,-2.9634,0.0
-2.3221,-9.3304,9.233,-0.79871,1.0
-0.51003,-0.23591,0.020273,0.76334,1.0
-3.5681,-8.213,10.083,0.96765,1.0
3.6575,7.2797,-2.2692,-1.144,0.0
1.4501,3.6067,-4.0557,-1.5966,1.0
0.89606,10.5471,-1.4175,-4.0327,0.0
6.0919,2.9673,-1.3267,1.4551,0.0
-2.3983,12.606,2.9464,-5.7888,0.0
2.0922,-6.81,8.4636,-0.60216,0.0
-0.36038,4.1158,3.1143,-0.37199,0.0
1.7819,6.9176,-1.2744,-1.5759,0.0
-4.5046,-5.8126,10.8867,-0.52846,1.0
3.6667,4.302,0.55923,0.33791,0.0
0.3434,0.12415,-0.28733,0.14654,1.0
2.7391,7.4018,0.071684,-2.5302,0.0
5.6084,10.3009,-4.8003,-4.3534,0.0
-1.682,-6.8121,7.1398,1.3323,1.0
-2.4953,11.1472,1.9353,-3.4638,0.0
4.2475,1.4816,-0.48355,0.95343,0.0
3.2403,-3.7082,5.2804,0.41291,0.0
3.9994,0.90427,1.1693,1.6892,0.0
-0.27802,8.1881,-3.1338,-2.5276,0.0
6.8248,5.2187,-2.5425,0.5461,0.0
3.1887,-3.4143,2.7742,-0.2026,0.0
0.46901,-0.63321,7.3848,0.36507,0.0
3.9922,-4.4676,3.7304,-0.1095,0.0
