0,1,2,3,4
0.89566,7.7763,-2.7473,-1.9353,0.0
1.9265,7.7557,-0.16823,-3.0771,0.0
0.20977,-0.46146,7.7267,0.90946,0.0
3.2422,6.2265,0.12224,-1.4466,0.0
4.1349,6.1189,-2.4294,-0.19613,0.0
1.934,-9.2828e-06,4.816,-0.33967,0.0
2.5068,1.1588,3.9249,0.12585,0.0
0.051979,7.0521,-2.0541,-3.1508,0.0
2.2928,9.0386,-3.2417,-1.2991,0.0
0.3292,-4.4552,4.5718,-0.9888,0.0
-1.9177,11.6894,2.5454,-3.2763,0.0
4.616,10.1788,-4.2185,-4.4245,0.0
2.9499,2.2493,1.3458,-0.037083,0.0
3.7352,9.5911,-3.9032,-3.3487,0.0
3.5257,1.2829,1.9276,1.7991,0.0
3.5152,6.8224,-0.67377,-0.46898,0.0
3.5594,1.3078,1.291,1.6556,0.0
0.96414,5.616,2.2138,-0.12501,0.0
0.66018,10.3878,-1.4029,-3.9151,0.0
3.5982,7.1307,-1.3035,0.21248,0.0
4.0972,0.46972,1.6671,0.91593,0.0
3.3299,0.91254,1.5806,0.39352,0.0
-1.2528,10.2036,2.1787,-5.6038,0.0
3.5458,9.3718,-4.0351,-3.9564,0.0
3.2051,8.6889,-2.9033,-0.7819,0.0
2.7161,-4.2006,4.1914,0.16981,0.0
3.5189,6.332,-1.7791,-0.020273,0.0
3.2294,7.7391,-0.37816,-2.5405,0.0
3.4985,3.1639,0.22677,-0.1651,0.0
2.2526,9.9636,-3.1749,-2.9944,0.0
0.58836,10.7727,-1.3884,-4.3276,0.0
0.86202,2.6963,4.2908,0.54739,0.0
3.8117,10.1457,-4.0463,-4.5629,0.0
0.54777,10.3754,-1.5435,-4.1633,0.0
3.7982,10.423,-4.1602,-4.9728,0.0
-0.39816,5.9781,1.3912,-1.1621,0.0
1.9647,6.9383,0.57722,0.66377,0.0
0.3798,0.7098,0.7572,-0.4444,0.0
0.14783,7.946,1.0742,-3.3409,0.0
4.223,1.1319,0.72202,0.96118,0.0
1.941,0.46351,4.6472,1.0879,0.0
1.9818,9.2621,-3.521,-1.872,0.0
4.3483,11.1079,-4.0857,-4.2539,0.0
-1.2576,1.5892,7.0078,0.42455,0.0
1.9572,-5.1153,8.6127,-1.4297,0.0
1.9429,6.3961,0.092248,0.58102,0.0
-1.3,10.2678,-2.953,-5.8638,0.0
0.5415,6.0319,1.6825,-0.46122,0.0
3.359,9.8022,-3.8209,-3.7133,0.0
3.9364,10.5885,-3.725,-4.3133,0.0
5.681,7.795,-2.6848,-0.92544,0.0
1.602,6.1251,0.52924,0.47886,0.0
2.6682,10.216,-3.4414,-4.0069,0.0
0.64215,3.1287,4.2933,0.64696,0.0
0.96574,8.393,-1.361,-1.4659,0.0
3.0948,8.7324,-2.9007,-0.96682,0.0
4.9362,7.6046,-2.3429,-0.85302,0.0
5.7403,-0.44284,0.38015,1.3763,0.0
1.1472,3.5985,1.9387,-0.43406,0.0
0.39559,6.8866,1.0588,-0.67587,0.0
0.3798,0.7098,0.7572,-0.4444,0.0
3.4893,6.69,-1.2042,-0.38751,0.0
0.94732,-0.57113,7.1903,-0.67587,0.0
3.4776,8.811,-3.1886,-0.92285,0.0
1.9321,6.0423,0.26019,-2.053,0.0
3.0632,-3.3315,5.1305,0.8267,0.0
-0.12624,10.3216,-3.7121,-6.1185,0.0
-0.048008,-1.6037,8.4756,0.75558,0.0
2.0051,-6.8638,8.132,-0.2401,0.0
4.6014,5.6264,-2.1235,0.19309,0.0
5.0617,-0.35799,0.44698,0.99868,0.0
3.9433,2.5017,1.5215,0.903,0.0
2.6648,10.754,-3.3994,-4.1685,0.0
3.4669,6.87,-1.0568,-0.73147,0.0
0.52855,0.96427,4.0243,-1.0483,0.0
2.5227,2.2369,2.7236,0.79438,0.0
-1.4217,11.6542,-0.057699,-7.1025,0.0
4.2458,1.1981,0.66633,0.94696,0.0
1.4507,8.7903,-2.2324,-0.65259,0.0
3.5288,0.71596,1.9507,1.9375,0.0
3.534,9.3614,-3.6316,-1.2461,0.0
3.0672,-4.4117,3.8238,-0.81682,0.0
-0.33729,-0.64976,7.6659,0.72326,0.0
4.1195,10.9258,-3.8929,-4.1802,0.0
2.0193,0.82356,4.6369,1.4202,0.0
3.9382,0.9291,0.78543,0.6767,0.0
0.32444,10.067,-1.1982,-4.1284,0.0
3.8962,-4.7904,3.3954,-0.53751,0.0
4.7072,8.2957,-2.5605,-1.4905,0.0
2.3678,-6.839,8.4207,-0.44829,0.0
1.5456,8.5482,0.4187,-2.1784,0.0
0.93611,8.6413,-1.6351,-1.3043,0.0
1.5268,-5.5871,8.6564,-1.722,0.0
0.95626,2.4728,4.4578,0.21636,0.0
3.1836,7.2321,-1.0713,-2.5909,0.0
1.105,7.4432,0.41099,-3.0332,0.0
3.9292,-2.9156,2.2129,0.30817,0.0
1.1558,6.4003,1.5506,0.6961,0.0
-2.6479,10.1374,-1.331,-5.4707,0.0
5.086,3.2798,-1.2701,1.1189,0.0
2.5089,6.841,-0.029423,0.44912,0.0
-0.278,8.1881,-3.1338,-2.5276,0.0
3.4626,-4.449,3.5427,0.15429,0.0
5.0429,-0.52974,0.50439,1.106,0.0
4.6562,7.6398,-2.4243,-1.2384,0.0
1.8384,6.063,0.54723,0.51248,0.0
3.5251,0.7201,1.6928,0.64438,0.0
1.8994,0.97462,4.2265,0.81377,0.0
1.8967,-2.5163,2.8093,-0.79742,0.0
2.1526,-6.1665,8.0831,-0.34355,0.0
3.8846,-3.0336,2.5334,0.20214,0.0
4.1665,-0.4449,0.23448,0.27843,0.0
3.0333,-2.5928,2.3183,0.303,0.0
2.9233,6.0464,-0.11168,-0.58665,0.0
3.7791,2.5762,1.3098,0.5655,0.0
2.6562,10.7044,-3.3085,-4.0767,0.0
2.1881,2.7356,1.3278,-0.1832,0.0
-0.11996,6.8741,0.91995,-0.6694,0.0
0.51947,-3.2633,3.0895,-0.98492,0.0
2.3164,-2.628,3.1529,-0.08622,0.0
1.3754,8.8793,-1.9136,-0.53751,0.0
0.29961,7.1328,-0.31475,-1.1828,0.0
0.25035,9.3262,-3.6873,-6.2543,0.0
0.77805,6.6424,-1.1425,-1.0573,0.0
0.76163,5.8209,1.1959,-0.64613,0.0
-0.53966,7.3273,0.46583,-1.4543,0.0
3.9771,11.1513,-3.9272,-4.3444,0.0
3.9166,10.2491,-4.0926,-4.4659,0.0
1.3114,4.5462,2.2935,0.22541,0.0
3.7022,6.9942,-1.8511,-0.12889,0.0
1.7257,-4.4697,8.2219,-1.8073,0.0
4.0962,10.1891,-3.9323,-4.1827,0.0
0.5195,-3.2633,3.0895,-0.9849,0.0
0.74841,7.2756,1.1504,-0.5388,0.0
0.040498,8.5234,1.4461,-3.9306,0.0
-2.6479,10.1374,-1.331,-5.4707,0.0
0.37984,0.70975,0.75716,-0.44441,0.0
1.0182,9.109,-0.62064,-1.7129,0.0
-0.7056,8.7241,2.2215,-4.5965,0.0
0.66191,9.6594,-0.28819,-1.6638,0.0
0.75736,3.0294,2.9164,-0.068117,0.0
-0.023579,7.1742,0.78457,-0.75734,0.0
2.2546,8.0992,-0.24877,-3.2698,0.0
2.6606,3.1681,1.9619,0.18662,0.0
3.931,1.8541,-0.023425,1.2314,0.0
0.01727,8.693,1.3989,-3.9668,0.0
3.2414,0.40971,1.4015,1.1952,0.0
2.2504,3.5757,0.35273,0.2836,0.0
-1.3971,3.3191,-1.3927,-1.9948,1.0
-0.9854,-6.661,5.8245,0.5461,1.0
-2.4115,-9.1359,9.3444,-0.65259,1.0
-1.5252,-6.2534,5.3524,0.59912,1.0
-0.77461,-1.8768,2.4023,1.1319,1.0
-3.5801,-12.9309,13.1779,-2.5677,1.0
-1.8219,-6.8824,5.4681,0.057313,1.0
-2.0962,-7.1059,6.6188,-0.33708,1.0
1.1644,3.8095,-4.9408,-4.0909,1.0
-2.286,-5.4484,5.8039,0.88231,1.0
-5.4901,9.1048,-0.38758,-5.9763,1.0
-0.91318,-2.0113,-0.19565,0.066365,1.0
-2.0659,1.0512,-0.46298,-1.0974,1.0
-1.2568,-1.4733,2.8718,0.44653,1.0
-3.1128,-6.841,10.7402,-1.0172,1.0
-2.588,3.8654,-0.3336,-1.2797,1.0
0.24394,1.4733,-1.4192,-0.58535,1.0
-4.0025,-13.4979,17.6772,-3.3202,1.0
-4.0173,-8.3123,12.4547,-1.4375,1.0
-3.0731,-0.53181,2.3877,0.77627,1.0
-1.979,3.2301,-1.3575,-2.5819,1.0
-1.522,-6.6383,5.7491,-0.10691,1.0
-0.94255,0.039307,-0.24192,0.31593,1.0
-0.89569,3.0025,-3.6067,-3.4457,1.0
-6.2815,6.6651,0.52581,-7.0107,1.0
0.0096613,3.5612,-4.407,-4.4103,1.0
-2.5754,-5.6574,6.103,0.65214,1.0
-1.8782,-6.5865,4.8486,-0.021566,1.0
0.24261,0.57318,-1.9402,0.44007,1.0
0.25943,5.0097,-5.0394,-6.3862,1.0
-1.2424,-1.7175,-0.52553,-0.21036,1.0
0.20216,1.9182,-3.2828,-0.61768,1.0
-4.4996,3.4288,0.56265,-1.1672,1.0
-3.3125,0.10139,0.55323,-0.2957,1.0
-0.95403,1.9824,-2.3163,-1.1957,1.0
-5.1216,-5.3118,10.3846,-1.0612,1.0
-0.56877,1.4174,-1.4252,-1.1246,1.0
-2.3518,-4.8359,6.6479,-0.060358,1.0
-4.4861,-13.2889,17.3087,-3.2194,1.0
-4.3876,-7.7267,11.9655,-1.4543,1.0
-3.2692,-12.7406,15.5573,-0.14182,1.0
-1.3066,0.25244,0.7623,1.7758,1.0
0.21431,-0.69529,0.87711,0.29653,1.0
-0.77288,-7.4473,6.492,0.36119,1.0
-5.2406,6.6258,-0.19908,-6.8607,1.0
-1.4446,2.1438,-0.47241,-1.6677,1.0
-0.81479,-5.7381,4.3919,0.3211,1.0
0.74521,3.6357,-4.4044,-4.1414,1.0
0.55298,-3.4619,1.7048,1.1008,1.0
-4.2249,6.2699,0.15822,-5.5457,1.0
-0.539,-5.167,3.4399,0.052141,1.0
1.5631,0.89599,-1.9702,0.65472,1.0
0.89512,4.7738,-4.8431,-5.5909,1.0
-1.4174,-2.2535,1.518,0.61981,1.0
1.5904,2.2121,-3.1183,-0.11725,1.0
0.26517,2.4066,-2.8416,-0.59958,1.0
-1.2786,-2.4087,4.5735,0.47627,1.0
-2.902,-7.6563,11.8318,-0.84268,1.0
-1.7279,-6.841,8.9494,0.68058,1.0
-3.1273,-7.1121,11.3897,-0.083634,1.0
-1.2846,3.2715,-1.7671,-3.2608,1.0
-1.0744,-6.3113,5.355,0.80472,1.0
-2.2501,3.3129,-0.88369,-2.8974,1.0
0.48797,3.5674,-4.3882,-3.8116,1.0
-2.3299,-9.9532,8.4756,-1.8733,1.0
0.0031201,-4.0061,1.7956,0.91722,1.0
1.3518,1.0595,-2.3437,0.39998,1.0
-3.0799,0.60836,2.7039,-0.23751,1.0
-1.239,-6.541,4.8151,-0.033204,1.0
0.75896,0.29176,-1.6506,0.83834,1.0
1.6799,4.2068,-4.5398,-2.3931,1.0
-6.0598,9.2952,-0.43642,-6.3694,1.0
-0.69745,-1.7672,-0.34474,-0.12372,1.0
0.84546,3.4826,-3.6307,-1.3961,1.0
-6.7526,8.8172,-0.061983,-3.725,1.0
-1.4781,0.14277,-1.1622,-0.48579,1.0
-0.46651,2.3383,-2.9812,-1.0431,1.0
-3.8203,-13.0551,16.9583,-2.3052,1.0
-2.899,-0.60424,2.6045,1.3776,1.0
-0.17296,-1.1816,1.3818,0.7336,1.0
-3.5713,-12.4922,14.8881,-0.47027,1.0
-2.2677,3.2964,-2.2563,-2.4642,1.0
0.14329,-1.0885,1.0039,0.48791,1.0
-2.0042,-9.3676,9.3333,-0.10303,1.0
-0.93587,-5.1008,4.5367,1.3866,1.0
-1.2792,2.1376,-0.47584,-1.3974,1.0
-3.0061,-12.2377,11.9552,-2.1603,1.0
0.11686,3.735,-4.4379,-4.3741,1.0
-1.2369,-1.6906,2.518,0.51636,1.0
0.16358,-3.3584,1.3749,1.3569,1.0
1.5077,1.9596,-3.0584,-0.12243,1.0
-3.9934,5.8333,0.54723,-4.9379,1.0
0.27331,4.8773,-4.9194,-5.8198,1.0
-1.4904,-2.2183,1.6054,0.89394,1.0
-0.014902,-1.0243,-0.94024,0.64955,1.0
0.88992,2.2638,-3.1046,-0.11855,1.0
1.0637,3.6957,-4.1594,-1.9379,1.0
-5.8818,7.6584,0.5558,-2.9155,1.0
-3.7747,2.5162,0.83341,-0.30993,1.0
-2.0441,1.2271,0.18564,-1.091,1.0
-0.11716,0.60422,-0.38587,-0.059065,1.0
-3.1423,-13.0365,15.6773,-0.66165,1.0
-1.7064,3.3088,-2.2829,-2.1978,1.0
-1.6001,-9.5828,9.4044,0.081882,1.0
-0.37013,-5.554,4.7749,1.547,1.0
-0.27068,3.2674,-3.5562,-3.0888,1.0
-5.119,6.6486,-0.049987,-6.5206,1.0
0.518,0.25865,-0.84085,0.96118,1.0
-4.3667,6.0692,0.57208,-5.4668,1.0
2.1943,4.5503,-4.976,-2.7254,1.0
-5.637,8.1261,0.13081,-5.0142,1.0
-3.0193,1.7775,0.73745,-0.45346,1.0
-1.6706,-2.09,1.584,0.71162,1.0
-0.49948,1.7734,-2.2469,-0.68104,1.0
-1.9881,0.99945,-0.28562,-0.70044,1.0
-4.6765,-5.6636,10.969,-0.33449,1.0
-2.0285,3.8468,-0.63435,-1.175,1.0
-3.5985,-13.6593,17.6052,-2.4927,1.0
-3.3582,-7.2404,11.4419,-0.57113,1.0
-2.1802,3.3791,-1.2256,-2.6621,1.0
-2.2918,-7.257,7.9597,0.9211,1.0
-2.0046,-0.49457,1.333,1.6543,1.0
-1.6386,3.3584,-1.7302,-3.5646,1.0
-2.5961,-9.349,9.7942,-0.28018,1.0
-0.53072,-0.097265,-0.21793,1.0426,1.0
-6.5773,6.8017,0.85483,-7.5344,1.0
0.33325,3.3108,-4.5081,-4.012,1.0
-2.7611,-10.5099,9.0239,-1.9547,1.0
-2.565,-5.7899,6.0122,0.046968,1.0
-1.5951,-6.572,4.7689,-0.94354,1.0
0.6818,4.8504,-5.2133,-6.1043,1.0
-2.1979,-2.1252,1.7151,0.45171,1.0
0.74067,1.7299,-3.1963,-0.1457,1.0
-6.9599,8.9931,0.2182,-4.572,1.0
-0.59587,2.4811,-2.8673,-0.89828,1.0
-2.0754,1.2767,-0.64206,-1.2642,1.0
-5.0477,-5.8023,11.244,-0.3901,1.0
-3.5741,3.944,-0.07912,-2.1203,1.0
-2.2617,-4.7428,6.3489,0.11162,1.0
-4.0218,-8.304,12.555,-1.5099,1.0
-3.0201,-0.67253,2.7056,0.85774,1.0
-1.9725,2.8825,-2.3086,-2.3724,1.0
-1.6641,-1.3678,1.997,0.52283,1.0
-2.4349,-9.2497,8.9922,-0.50001,1.0
-0.69078,-0.50077,-0.35417,0.47498,1.0
0.6005,0.99945,-2.2126,0.097399,1.0
-2.7769,-5.6967,5.9179,0.37671,1.0
-6.5235,9.6014,-0.25392,-6.9642,1.0
-4.0679,2.4955,0.79571,-1.1039,1.0
0.23874,2.0879,-3.3522,-0.66553,1.0
0.6212,3.6771,-4.0771,-2.0711,1.0
-4.1244,3.7909,-0.6532,-4.1802,1.0
-2.4458,1.6285,-0.88541,-1.4802,1.0
-5.0676,-5.1877,10.4266,-0.86725,1.0
-3.9204,4.0723,-0.23678,-2.1151,1.0
-4.4775,-13.0303,17.0834,-3.0345,1.0
-2.1652,3.0211,-2.4132,-2.4241,1.0
-0.62043,0.5587,-0.38587,-0.66423,1.0
-1.005,0.084831,-0.2462,0.45688,1.0
-0.87834,3.257,-3.6778,-3.2944,1.0
-2.4554,-9.0407,8.862,-0.86983,1.0
-2.3675,-0.43663,1.692,-0.43018,1.0
-3.0986,-10.4602,8.9717,-2.3427,1.0
-6.4247,9.5311,0.022844,-6.8517,1.0
-4.9447,3.3005,1.063,-1.444,1.0
-2.3277,1.4381,-0.82114,-1.2862,1.0
-3.9297,-6.0816,10.0958,-1.0147,1.0
-3.8953,4.0392,-0.3019,-2.1836,1.0
-4.6338,-12.7509,16.7166,-3.2168,1.0
-1.1188,3.3357,-1.3455,-1.9573,1.0
0.55939,-0.3104,0.18307,0.44653,1.0
-3.506,-12.5667,15.1606,-0.75216,1.0
-0.72068,-6.7583,5.8408,0.62369,1.0
-0.025314,-0.17383,-0.11339,1.2198,1.0
0.062525,2.9301,-3.5467,-2.6737,1.0
-1.1005,-7.2508,6.0139,0.36895,1.0
-2.8619,4.5193,-0.58123,-4.2629,1.0
-2.2625,-0.099335,2.8127,0.48662,1.0
-0.95923,-6.7128,4.9857,0.32886,1.0
1.3451,0.23589,-1.8785,1.3258,1.0
1.4896,3.4288,-4.0309,-1.4259,1.0
-6.1632,8.7096,-0.21621,-3.6345,1.0
-2.5899,-0.3911,0.93452,0.42972,1.0
0.066129,2.4914,-2.9401,-0.62156,1.0
0.40614,1.3492,-1.4501,-0.55949,1.0
